images,corr_ans,type
surfboard.jpg,right,new
badmintonracket.jpg,right,new
tennisracket.jpg,right,new
exercisemachine.jpg,right,new
hockeygoalieglove.jpg,right,new
cooler01.jpg,right,new
rollerblade.jpg,right,new
bikehelmet.jpg,right,new
anchor.jpg,right,new
sportbag.jpg,right,new
hockeystick.jpg,right,new
charcoalbarbecue.jpg,right,new
baseballglove.jpg,right,new
spotlight.jpg,right,new
heatpump.jpg,right,new
lamp04a.jpg,right,new
videocamera01a.jpg,right,new
securitycamera.jpg,right,new
crocodileclips.jpg,right,new
antenna.jpg,right,new
cameracase01a.jpg,right,new
photocopier.jpg,right,new
microphone01.jpg,right,new
papershredder.jpg,right,new
alarmclock01.jpg,right,new
monitor.jpg,right,new
fluorescentlightbulb.jpg,right,new
extensioncord.jpg,right,new
battery02b.jpg,right,new
cd.jpg,right,new
djmixer02.jpg,right,new
airconditioner.jpg,right,new
fanheater.jpg,right,new
floppydisk02a.jpg,right,new
pda.jpg,right,new
lectern01.jpg,right,new
computerkeyboard02.jpg,right,new
studiolight.jpg,right,new
cellphone.jpg,right,new
powercable.jpg,right,new
wiicontroller.jpg,right,new
ipod.jpg,right,new
chandelier.jpg,right,new
cassettetape01a.jpg,right,new
desktopcomputer.jpg,right,new
carlighter02.jpg,right,new
atm.jpg,right,new
dvdcase.jpg,right,new
filmroll.jpg,right,new
nintendods.jpg,right,new
television.jpg,right,new
